"","location_id","measure_id","measure_name","location_name","sex_id","sex_name","age_id","age_name","cause_id","cause_name","metric_id","metric_name","year","val","upper","lower","PAF","PAF_upper","PAF_lower","val_m","upper_m","lower_m"
"17",5,2,"DALYs (Disability-Adjusted Life Years)","East Asia",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",1,"Number",2019,3694476.96358401,4530774.29784501,3004762.01025873,0.0294351792233624,0.0320689643890665,0.0270168593298068,108747.591559679,133364.153477671,88445.7082955163
"18",5,1,"Deaths","East Asia",3,"Both",27,"Age-standardized",418,"Liver cancer due to hepatitis B",3,"Rate",2019,5.71142795006392,6.92060841415156,4.67870911293337,0.0294351792233624,0.0320689643890665,0.0270168593298068,0.168116905331452,0.203709349005261,0.137718641273173
"19",5,6,"Incidence","East Asia",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",1,"Number",2019,138505.93587412,167395.969459149,112428.239893409,0.0294351792233624,0.0320689643890665,0.0270168593298068,4076.94704595426,4927.33036229855,3309.34539102967
"20",5,5,"Prevalence","East Asia",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",1,"Number",2019,198711.337417271,241489.710291285,160251.330123561,0.0294351792233624,0.0320689643890665,0.0270168593298068,5849.1038305914,7108.29290302182,4717.02662296922
"21",5,1,"Deaths","East Asia",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",3,"Rate",2019,8.15947828179923,9.92873885957737,6.63351572150312,0.0294351792233624,0.0320689643890665,0.0270168593298068,0.240175705593893,0.292254207793622,0.195258724143436
"22",5,2,"DALYs (Disability-Adjusted Life Years)","East Asia",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",3,"Rate",2019,250.948791986488,307.754615339282,204.099634160346,0.0294351792233624,0.0320689643890665,0.0270168593298068,7.38672266800856,9.0588122593287,6.00770931093246
"23",5,1,"Deaths","East Asia",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",1,"Number",2019,120124.126951742,146171.243558427,97658.852336636,0.0294351792233624,0.0320689643890665,0.0270168593298068,3535.87520587447,4302.57675144404,2874.60582127676
"24",5,6,"Incidence","East Asia",3,"Both",27,"Age-standardized",418,"Liver cancer due to hepatitis B",3,"Rate",2019,6.57465562117829,7.95255822390895,5.35167595321461,0.0294351792233624,0.0320689643890665,0.0270168593298068,0.19352616654127,0.234084976604984,0.157527540828231
"25",9,2,"DALYs (Disability-Adjusted Life Years)","Southeast Asia",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",1,"Number",2019,501601.169965948,649563.109134625,381027.540705264,0.0217052951409204,0.023567081127489,0.0200189606085218,10887.4014371419,14098.9589964209,8270.31522782681
"26",9,1,"Deaths","Southeast Asia",3,"Both",27,"Age-standardized",418,"Liver cancer due to hepatitis B",3,"Rate",2019,2.59778529639698,3.43391798317736,1.93118149693995,0.0217052951409204,0.023567081127489,0.0200189606085218,0.0563856965710399,0.0745342033145787,0.0419168643617661
"27",9,2,"DALYs (Disability-Adjusted Life Years)","Southeast Asia",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",3,"Rate",2019,74.4456169003187,96.405529473743,56.5505665103219,0.0217052951409204,0.023567081127489,0.0200189606085218,1.61586408676931,2.09251047044429,1.22744673649279
"28",9,5,"Prevalence","Southeast Asia",3,"Both",27,"Age-standardized",418,"Liver cancer due to hepatitis B",3,"Rate",2019,3.06257670927351,4.02622885904474,2.30746071174418,0.0217052951409204,0.023567081127489,0.0200189606085218,0.0664741313664902,0.0873904856904572,0.0500841157744856
"29",9,1,"Deaths","Southeast Asia",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",3,"Rate",2019,2.43985674225519,3.22418406234702,1.80807302964675,0.0217052951409204,0.023567081127489,0.0200189606085218,0.0529578106922134,0.0699818666618937,0.0392447587448208
"30",9,1,"Deaths","Southeast Asia",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",1,"Number",2019,16439.3156698964,21723.9720106598,12182.4707056837,0.0217052951409204,0.023567081127489,0.0200189606085218,356.820198529858,471.525224124465,264.424122212482
"31",9,5,"Prevalence","Southeast Asia",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",1,"Number",2019,20553.8866278152,27006.4846338669,15494.5996987211,0.0217052951409204,0.023567081127489,0.0200189606085218,446.128175549745,586.183719696812,336.314859551158
"32",9,2,"DALYs (Disability-Adjusted Life Years)","Southeast Asia",3,"Both",27,"Age-standardized",418,"Liver cancer due to hepatitis B",3,"Rate",2019,73.0375506752306,94.766521986411,55.4600218325558,0.0217052951409204,0.023567081127489,0.0200189606085218,1.58530159377581,2.05693532919357,1.20377614239751
"33",9,6,"Incidence","Southeast Asia",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",3,"Rate",2019,2.54361437434333,3.3364496134729,1.91263511655216,0.0217052951409204,0.023567081127489,0.0200189606085218,0.0552099007198095,0.0724186235832389,0.0415143097016534
"34",9,6,"Incidence","Southeast Asia",3,"Both",27,"Age-standardized",418,"Liver cancer due to hepatitis B",3,"Rate",2019,2.6370018876041,3.4509088300997,1.96868587775422,0.0217052951409204,0.023567081127489,0.0200189606085218,0.0572369042576112,0.0749029946617223,0.0427309080164173
"35",9,6,"Incidence","Southeast Asia",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",1,"Number",2019,17138.4159234142,22480.3970916289,12886.9912309964,0.0217052951409204,0.023567081127489,0.0200189606085218,371.994375865555,487.943653758893,279.715948147229
"36",9,5,"Prevalence","Southeast Asia",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",3,"Rate",2019,3.05052472228242,4.00819322054947,2.29964581875496,0.0217052951409204,0.023567081127489,0.0200189606085218,0.0662125394318141,0.0869990168338625,0.0499144912156598
"37",21,1,"Deaths","Oceania",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",3,"Rate",2019,0.916802278311885,1.18216651810129,0.707303567062994,0.0355449548429999,0.0388800569436341,0.0326350054269973,0.0325876955825554,0.0420200555028169,0.0251410733515469
"38",21,1,"Deaths","Oceania",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",1,"Number",2019,121.718714182789,156.949641091843,93.9047412472947,0.0355449548429999,0.0388800569436341,0.0326350054269973,4.32648619917525,5.5787679052346,3.33783978717868
"39",21,1,"Deaths","Oceania",3,"Both",27,"Age-standardized",418,"Liver cancer due to hepatitis B",3,"Rate",2019,1.61806561067948,2.08351507610499,1.23217531648906,0.0355449548429999,0.0388800569436341,0.0326350054269973,0.0575140690646132,0.0740584492948614,0.0437976159832628
"40",21,2,"DALYs (Disability-Adjusted Life Years)","Oceania",3,"Both",27,"Age-standardized",418,"Liver cancer due to hepatitis B",3,"Rate",2019,44.8277588348951,57.7451670946652,34.7646560677981,0.0355449548429999,0.0388800569436341,0.0326350054269973,1.59340066349924,2.05254935678136,1.2357081300623
"41",21,2,"DALYs (Disability-Adjusted Life Years)","Oceania",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",3,"Rate",2019,29.8771965501966,38.1353174616396,23.4884269673246,0.0355449548429999,0.0388800569436341,0.0326350054269973,1.06198360221217,1.35551813709745,0.834895075886653
"42",21,5,"Prevalence","Oceania",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",3,"Rate",2019,1.07952493124529,1.3792289884189,0.840002660881872,0.0355449548429999,0.0388800569436341,0.0326350054269973,0.0383716649330065,0.0490246321115064,0.0298578566490459
"43",21,5,"Prevalence","Oceania",3,"Both",27,"Age-standardized",418,"Liver cancer due to hepatitis B",3,"Rate",2019,1.69691861949376,2.18485306988033,1.30002434175922,0.0355449548429999,0.0388800569436341,0.0326350054269973,0.0603168957021514,0.0776605037074861,0.0462093065226322
"44",21,2,"DALYs (Disability-Adjusted Life Years)","Oceania",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",1,"Number",2019,3966.62839251722,5063.01294858276,3118.42716392826,0.0355449548429999,0.0388800569436341,0.0326350054269973,140.993627090986,179.964566626898,110.844352723014
"45",21,6,"Incidence","Oceania",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",3,"Rate",2019,0.947140094155404,1.22239154225889,0.731681077854238,0.0355449548429999,0.0388800569436341,0.0326350054269973,0.0336660518767485,0.0434498521700572,0.0260075708718064
"46",21,6,"Incidence","Oceania",3,"Both",27,"Age-standardized",418,"Liver cancer due to hepatitis B",3,"Rate",2019,1.59298639593875,2.04345317786926,1.21651612086376,0.0355449548429999,0.0388800569436341,0.0326350054269973,0.056622629509156,0.0726344509311473,0.0432410105818836
"47",21,6,"Incidence","Oceania",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",1,"Number",2019,125.746496424328,162.290092718392,97.1412071011436,0.0355449548429999,0.0388800569436341,0.0326350054269973,4.4696535370682,5.7685940171415,3.45287981980465
"48",21,5,"Prevalence","Oceania",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",1,"Number",2019,143.322491302471,183.112523829122,111.522458234861,0.0355449548429999,0.0388800569436341,0.0326350054269973,5.09439148133259,6.50872639069387,3.96406074193849
"49",32,5,"Prevalence","Central Asia",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",3,"Rate",2019,2.06427174313589,2.76361449786411,1.47161569815914,0.0222444558561568,0.0241035491525231,0.0204491198847752,0.0459186016652982,0.0614751007011732,0.0327352904349283
"50",32,2,"DALYs (Disability-Adjusted Life Years)","Central Asia",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",3,"Rate",2019,57.2594831460386,76.4093570089026,41.1511402953076,0.0222444558561568,0.0241035491525231,0.0204491198847752,1.27370604518841,1.69968456898186,0.915384723729485
"51",32,1,"Deaths","Central Asia",3,"Both",27,"Age-standardized",418,"Liver cancer due to hepatitis B",3,"Rate",2019,2.05295879507543,2.81108881175386,1.47031295954208,0.0222444558561568,0.0241035491525231,0.0204491198847752,0.0456669512915643,0.062531140980795,0.032706311723269
"52",32,1,"Deaths","Central Asia",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",1,"Number",2019,1650.72981978766,2214.26913586748,1176.53403525505,0.0222444558561568,0.0241035491525231,0.0204491198847752,36.7195866067082,49.2552120464547,26.1713594104969
"53",32,6,"Incidence","Central Asia",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",1,"Number",2019,1696.40169280035,2272.75011955648,1205.84108330742,0.0222444558561568,0.0241035491525231,0.0204491198847752,37.7355325698072,50.5560897065493,26.8232787471721
"54",32,5,"Prevalence","Central Asia",3,"Both",27,"Age-standardized",418,"Liver cancer due to hepatitis B",3,"Rate",2019,2.24317288063119,3.0122106653139,1.61143455279744,0.0222444558561568,0.0241035491525231,0.0204491198847752,0.0498981601209285,0.0670049871740198,0.0358454847747884
"55",32,2,"DALYs (Disability-Adjusted Life Years)","Central Asia",3,"Both",27,"Age-standardized",418,"Liver cancer due to hepatitis B",3,"Rate",2019,60.5924034603568,80.9044105474317,43.6638852794207,0.0222444558561568,0.0241035491525231,0.0204491198847752,1.34784504399235,1.79967458899073,0.97127936860637
"56",32,1,"Deaths","Central Asia",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",3,"Rate",2019,1.76490493211356,2.36742225897516,1.25791071120785,0.0222444558561568,0.0241035491525231,0.0204491198847752,0.0392593498527134,0.0526620199326559,0.0279815392864499
"57",32,5,"Prevalence","Central Asia",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",1,"Number",2019,1930.73001300912,2584.83093282458,1376.4140334232,0.0222444558561568,0.0241035491525231,0.0204491198847752,42.9480385445383,57.4981575808449,30.6175812062771
"58",32,2,"DALYs (Disability-Adjusted Life Years)","Central Asia",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",1,"Number",2019,53555.2564758276,71466.2879741337,38488.993467983,0.0222444558561568,0.0241035491525231,0.0204491198847752,1191.3075385417,1589.72868804401,856.166716146455
"59",32,6,"Incidence","Central Asia",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",3,"Rate",2019,1.81373576619236,2.42994816437186,1.28924482357033,0.0222444558561568,0.0241035491525231,0.0204491198847752,0.0403455651857986,0.0540528746751192,0.0286785495656888
"60",32,6,"Incidence","Central Asia",3,"Both",27,"Age-standardized",418,"Liver cancer due to hepatitis B",3,"Rate",2019,2.048474975434,2.78129126396521,1.47222068899749,0.0222444558561568,0.0241035491525231,0.0204491198847752,0.0455672111634835,0.0618683107443887,0.0327487481269254
"61",42,1,"Deaths","Central Europe",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",3,"Rate",2019,1.20031820948563,1.66818472423088,0.852955039019257,0.0433029970373771,0.0467744774550127,0.0394513151963905,0.051977375869266,0.0722373981711675,0.0369355095276667
"62",42,1,"Deaths","Central Europe",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",1,"Number",2019,1371.04693232722,1905.46101078646,974.276138126353,0.0433029970373771,0.0467744774550127,0.0394513151963905,59.3704412486707,82.5121725049236,42.1890767228727
"63",42,5,"Prevalence","Central Europe",3,"Both",27,"Age-standardized",418,"Liver cancer due to hepatitis B",3,"Rate",2019,0.82168799623318,1.11954003113266,0.603539696804776,0.0433029970373771,0.0467744774550127,0.0394513151963905,0.0355815528665337,0.0484794386513627,0.0261350777026767
"64",42,6,"Incidence","Central Europe",3,"Both",27,"Age-standardized",418,"Liver cancer due to hepatitis B",3,"Rate",2019,0.701074041013498,0.964863709243406,0.509639076634578,0.0433029970373771,0.0467744774550127,0.0394513151963905,0.0303586071209895,0.0417814903428399,0.0220688994256387
"65",42,2,"DALYs (Disability-Adjusted Life Years)","Central Europe",3,"Both",27,"Age-standardized",418,"Liver cancer due to hepatitis B",3,"Rate",2019,19.053470067862,25.9358932947877,14.1116951440602,0.0433029970373771,0.0467744774550127,0.0394513151963905,0.82507235790038,1.12310191050592,0.611078693015607
"66",42,2,"DALYs (Disability-Adjusted Life Years)","Central Europe",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",1,"Number",2019,34875.3177459765,47995.8606512057,25572.3434997837,0.0433029970373771,0.0467744774550127,0.0394513151963905,1510.20578103161,2078.36461158552,1107.35911480992
"67",42,1,"Deaths","Central Europe",3,"Both",27,"Age-standardized",418,"Liver cancer due to hepatitis B",3,"Rate",2019,0.683403637458636,0.937739509939264,0.496777134328688,0.0433029970373771,0.0467744774550127,0.0394513151963905,0.029593425688204,0.0406069312207314,0.0215119387760719
"68",42,2,"DALYs (Disability-Adjusted Life Years)","Central Europe",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",3,"Rate",2019,30.5324916055477,42.0192074838671,22.3879641449692,0.0433029970373771,0.0467744774550127,0.0394513151963905,1.32214839353877,1.81955761718683,0.969465945042506
"69",42,5,"Prevalence","Central Europe",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",1,"Number",2019,1543.17237697756,2141.24412999259,1104.82711693136,0.0433029970373771,0.0467744774550127,0.0394513151963905,66.8239888684214,92.7222882173701,47.8423253712927
"70",42,5,"Prevalence","Central Europe",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",3,"Rate",2019,1.3510098456785,1.87460710467561,0.967249242544322,0.0433029970373771,0.0467744774550127,0.0394513151963905,0.0585027753448835,0.0811761059000142,0.041884791084302
"71",42,6,"Incidence","Central Europe",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",3,"Rate",2019,1.20105884490257,1.67075828271637,0.86039305990224,0.0433029970373771,0.0467744774550127,0.0394513151963905,0.0520094476025316,0.0723488409666402,0.0372575981239265
"72",42,6,"Incidence","Central Europe",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",1,"Number",2019,1371.89291292499,1908.40062249843,982.772114971168,0.0433029970373771,0.0467744774550127,0.0394513151963905,59.4070747439895,82.6394665021781,42.5569779830134
"73",56,1,"Deaths","Eastern Europe",3,"Both",27,"Age-standardized",418,"Liver cancer due to hepatitis B",3,"Rate",2019,0.65490298070488,0.811665535549893,0.524693530700393,0.0204343046353734,0.0224569395762446,0.0185632579919471,0.0133824870143376,0.01658582081546,0.0107217474465415
"74",56,2,"DALYs (Disability-Adjusted Life Years)","Eastern Europe",3,"Both",27,"Age-standardized",418,"Liver cancer due to hepatitis B",3,"Rate",2019,20.3868075524448,25.2457426502511,16.4914322266722,0.0204343046353734,0.0224569395762446,0.0185632579919471,0.416590236069388,0.51587919606147,0.336990949993433
"75",56,1,"Deaths","Eastern Europe",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",1,"Number",2019,2115.26890545228,2647.00702724228,1680.05856627652,0.0204343046353734,0.0224569395762446,0.0185632579919471,43.2240491997448,54.0897479666429,34.3308285485631
"76",56,5,"Prevalence","Eastern Europe",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",1,"Number",2019,2460.51799453387,3085.23223831277,1955.12046658959,0.0204343046353734,0.0224569395762446,0.0185632579919471,50.2789742611231,63.0445754285581,39.951527213145
"77",56,1,"Deaths","Eastern Europe",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",3,"Rate",2019,1.00741141555507,1.26065536605059,0.80013948775282,0.0204343046353734,0.0224569395762446,0.0185632579919471,0.0205857517586051,0.0257606157900958,0.0163502940435327
"78",56,2,"DALYs (Disability-Adjusted Life Years)","Eastern Europe",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",1,"Number",2019,61325.748899559,76782.2912521493,48867.1050736261,0.0204343046353734,0.0224569395762446,0.0185632579919471,1253.149035006,1568.99273004838,998.565311723276
"79",56,2,"DALYs (Disability-Adjusted Life Years)","Eastern Europe",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",3,"Rate",2019,29.2068111764116,36.5680961510426,23.2732960662389,0.0204343046353734,0.0224569395762446,0.0185632579919471,0.596820877006622,0.747243616686028,0.475573621686763
"80",56,5,"Prevalence","Eastern Europe",3,"Both",27,"Age-standardized",418,"Liver cancer due to hepatitis B",3,"Rate",2019,0.804913682415991,0.999080361110572,0.646253162724711,0.0204343046353734,0.0224569395762446,0.0185632579919471,0.0164478513916685,0.0204155124541523,0.0132057339986903
"81",56,5,"Prevalence","Eastern Europe",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",3,"Rate",2019,1.17183867709817,1.46936314740099,0.931139616221311,0.0204343046353734,0.0224569395762446,0.0185632579919471,0.0239457085113369,0.0300254141739829,0.0190271905759309
"82",56,6,"Incidence","Eastern Europe",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",1,"Number",2019,2161.54495257472,2694.03640318683,1716.29681662038,0.0204343046353734,0.0224569395762446,0.0185632579919471,44.1696680439655,55.0507605615052,35.0713319955424
"83",56,6,"Incidence","Eastern Europe",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",3,"Rate",2019,1.02945070238888,1.28305343093531,0.817398204591159,0.0204343046353734,0.0224569395762446,0.0185632579919471,0.0210361092597135,0.0262183046711932,0.016702963921023
"84",56,6,"Incidence","Eastern Europe",3,"Both",27,"Age-standardized",418,"Liver cancer due to hepatitis B",3,"Rate",2019,0.683616899592848,0.849101725581991,0.548739421252197,0.0204343046353734,0.0224569395762446,0.0185632579919471,0.0139692359801697,0.0173508033269636,0.0112131084993059
"85",65,6,"Incidence","High-income Asia Pacific",3,"Both",27,"Age-standardized",418,"Liver cancer due to hepatitis B",3,"Rate",2019,4.7319553728196,5.69328123785763,3.83752533941467,0.0326965715477437,0.0357666227663826,0.0298473915183382,0.154718717408126,0.186150777335039,0.125473921826451
"86",65,1,"Deaths","High-income Asia Pacific",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",3,"Rate",2019,6.20635919230016,7.28193900892571,5.18632955876371,0.0326965715477437,0.0357666227663826,0.0298473915183382,0.202926667382039,0.238094439811646,0.169575195488296
"87",65,5,"Prevalence","High-income Asia Pacific",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",1,"Number",2019,35787.8766737608,43488.0226474598,28797.5988567098,0.0326965715477437,0.0357666227663826,0.0298473915183382,1170.14087020545,1421.90924396257,941.582751421634
"88",65,2,"DALYs (Disability-Adjusted Life Years)","High-income Asia Pacific",3,"Both",27,"Age-standardized",418,"Liver cancer due to hepatitis B",3,"Rate",2019,88.6270785679869,102.373688156956,75.7636977090588,0.0326965715477437,0.0357666227663826,0.0298473915183382,2.89780161546569,3.34726861943031,2.47721316286587
"89",65,2,"DALYs (Disability-Adjusted Life Years)","High-income Asia Pacific",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",1,"Number",2019,286992.524042356,334848.588212064,242797.192011775,0.0326965715477437,0.0357666227663826,0.0298473915183382,9383.67159601846,10948.4008221367,7938.63576020427
"90",65,6,"Incidence","High-income Asia Pacific",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",1,"Number",2019,16844.477821696,20452.8086060155,13559.3524882301,0.0326965715477437,0.0357666227663826,0.0298473915183382,550.756674281467,668.736719938896,443.344338772492
"91",65,2,"DALYs (Disability-Adjusted Life Years)","High-income Asia Pacific",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",3,"Rate",2019,153.23329300142,178.784977064553,129.636175672546,0.0326965715477437,0.0357666227663826,0.0298473915183382,5.0102033281173,5.84565579425288,4.23865849305327
"92",65,1,"Deaths","High-income Asia Pacific",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",1,"Number",2019,11623.9666643149,13638.4333662706,9713.54058527794,0.0326965715477437,0.0357666227663826,0.0298473915183382,380.06385770836,445.930012359403,317.599474728453
"93",65,6,"Incidence","High-income Asia Pacific",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",3,"Rate",2019,8.99373533899763,10.9203235320687,7.23971552803182,0.0326965715477437,0.0357666227663826,0.0298473915183382,0.294064310993007,0.357057139690794,0.236713876747603
"94",65,5,"Prevalence","High-income Asia Pacific",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",3,"Rate",2019,19.1081430101633,23.2194651711802,15.3758392072133,0.0326965715477437,0.0357666227663826,0.0298473915183382,0.624770765076323,0.759196904269836,0.502737226745251
"95",65,1,"Deaths","High-income Asia Pacific",3,"Both",27,"Age-standardized",418,"Liver cancer due to hepatitis B",3,"Rate",2019,3.10238904167149,3.60307087893825,2.62140440105129,0.0326965715477437,0.0357666227663826,0.0298473915183382,0.101437485269948,0.117808064784796,0.0857109365545437
"96",65,5,"Prevalence","High-income Asia Pacific",3,"Both",27,"Age-standardized",418,"Liver cancer due to hepatitis B",3,"Rate",2019,10.6355217081147,12.8214944110577,8.62703004933787,0.0326965715477437,0.0357666227663826,0.0298473915183382,0.347745096476953,0.419218909360144,0.282074305252711
"97",70,1,"Deaths","Australasia",3,"Both",22,"All Ages",418,"Liver cancer due to hepatitis B",3,"Rate",2019,0.867844515202107,1.20285051033589,0.615048010864001,0.0244331956639784,0.0270646731130304,0.0219486242781188,0.0212042148458435,0.029389481873553,0.0150275883921808
